stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,28604.9347245037
fixation,vertical,_,0.13,,,28605.3179779583
vertical_top,vertical,red_second,0.37,,,28605.4677780391
fixation,vertical,_,0.13,,,28605.851211151
vertical_bottom,vertical,blue_first,0.37,,,28606.0012321576
fixation,vertical,_,0.13,,,28606.3846264834
vertical_top,vertical,blue_second,0.37,,,28606.5344911043
fixation,vertical,_,0.13,,,28606.9178581247
vertical_bottom,vertical,red_first,0.37,,,28607.0679427405
fixation,vertical,_,0.13,,,28607.4511847144
vertical_top,vertical,red_second,0.37,,,28607.6012649862
fixation,vertical,_,0.13,,,28607.9845246466
horizontal_right,horizontal,blue_first,0.37,exogenous_reversal,3,28608.1345915759
fixation,horizontal,_,0.13,,,28608.5178593038
horizontal_left,horizontal,blue_second,0.37,,,28608.6677710886
fixation,horizontal,_,0.13,,,28610.0845860217
horizontal_right,horizontal,red_first,0.37,,,28610.2345694833
fixation,horizontal,_,0.13,,,28610.6177493994
horizontal_left,horizontal,red_second,0.37,,,28610.767728517
fixation,horizontal,_,0.13,,,28611.1512159295
horizontal_right,horizontal,blue_first,0.37,,,28611.3010830327
fixation,horizontal,_,0.13,,,28611.6845481044
horizontal_left,horizontal,blue_second,0.37,,,28611.8345436673
fixation,horizontal,_,0.13,,,28612.2177965013
horizontal_right,horizontal,red_first,0.37,,,28612.3677933053
fixation,horizontal,_,0.13,,,28612.7511932163
horizontal_left,horizontal,red_second,0.37,,,28612.9011167922
fixation,horizontal,_,0.13,,,28613.2844282708
horizontal_right,horizontal,blue_first,0.37,,,28613.4345184718
fixation,horizontal,_,0.13,,,28613.8178349151
horizontal_left,horizontal,blue_second,0.37,,,28613.9677001566
fixation,horizontal,_,0.13,,,28614.35100605
horizontal_right,horizontal,red_first,0.37,,,28614.5010251948
fixation,horizontal,_,0.13,,,28614.8844036959
horizontal_left,horizontal,red_second,0.37,,,28615.0344973101
fixation,horizontal,_,0.13,,,28615.4176840526
horizontal_right,horizontal,blue_first,0.37,,,28615.5677215045
fixation,horizontal,_,0.13,,,28615.9511381711
horizontal_left,horizontal,blue_second,0.37,,,28616.101135906
fixation,horizontal,_,0.13,,,28616.4843915326
horizontal_right,horizontal,red_first,0.37,,,28616.6344662191
fixation,horizontal,_,0.13,,,28617.0176557542
horizontal_left,horizontal,red_second,0.37,,,28617.1677226836
fixation,horizontal,_,0.13,,,28617.5510478149
horizontal_right,horizontal,blue_first,0.37,,,28617.701046791
fixation,horizontal,_,0.13,,,28618.0843564079
vertical_top,vertical,blue_second,0.37,exogenous_reversal,8.5,28618.2344680188
fixation,vertical,_,0.13,,,28618.6177134059
vertical_bottom,vertical,red_first,0.37,,,28618.7677092791
fixation,vertical,_,0.13,,,28619.1510282046
vertical_top,vertical,red_second,0.37,,,28619.3009676052
fixation,vertical,_,0.13,,,28620.7010483424
vertical_bottom,vertical,blue_first,0.37,,,28620.8509197897
fixation,vertical,_,0.13,,,28621.2343252859
vertical_top,vertical,blue_second,0.37,,,28621.3843059549
fixation,vertical,_,0.13,,,28621.7677136231
vertical_bottom,vertical,red_first,0.37,,,28621.9176272697
fixation,vertical,_,0.13,,,28622.3009043063
vertical_top,vertical,red_second,0.37,,,28622.4509817854
fixation,vertical,_,0.13,,,28622.8343174666
vertical_bottom,vertical,blue_first,0.37,,,28622.9843065134
fixation,vertical,_,0.13,,,28623.3676037188
vertical_top,vertical,blue_second,0.37,,,28623.5175862495
fixation,vertical,_,0.13,,,28623.9009510978
vertical_bottom,vertical,red_first,0.37,,,28624.0508268891
fixation,vertical,_,0.13,,,28624.4342807904
vertical_top,vertical,red_second,0.37,,,28624.5842428421
fixation,vertical,_,0.13,,,28624.967687745
vertical_bottom,vertical,blue_first,0.37,,,28625.1176795844
fixation,vertical,_,0.13,,,28625.5008436758
vertical_top,vertical,blue_second,0.37,,,28625.6509248784
fixation,vertical,_,0.13,,,28626.034253423
vertical_bottom,vertical,red_first,0.37,,,28626.1843206626
fixation,vertical,_,0.13,,,28626.5675613953
vertical_top,vertical,red_second,0.37,,,28626.7176398054
fixation,vertical,_,0.13,,,28627.1009664882
vertical_bottom,vertical,blue_first,0.37,,,28627.250901855
fixation,vertical,_,0.13,,,28627.6341671006
horizontal_left,horizontal,blue_second,0.37,exogenous_reversal,8,28627.7842396151
fixation,horizontal,_,0.13,,,28628.1675355793
horizontal_right,horizontal,red_first,0.37,,,28628.317627642
fixation,horizontal,_,0.13,,,28629.7176925545
horizontal_left,horizontal,red_second,0.37,,,28629.8675109423
fixation,horizontal,_,0.13,,,28630.2508314194
horizontal_right,horizontal,blue_first,0.37,,,28630.4009191381
fixation,horizontal,_,0.13,,,28630.7841598708
horizontal_left,horizontal,blue_second,0.37,,,28630.9341901861
fixation,horizontal,_,0.13,,,28631.317573962
horizontal_right,horizontal,red_first,0.37,,,28631.4675062259
fixation,horizontal,_,0.13,,,28631.8508375631
horizontal_left,horizontal,red_second,0.37,,,28632.0008275408
fixation,horizontal,_,0.13,,,28632.3841594985
horizontal_right,horizontal,blue_first,0.37,,,28632.5342270484
fixation,horizontal,_,0.13,,,28632.9175009821
horizontal_left,horizontal,blue_second,0.37,,,28633.0675511558
fixation,horizontal,_,0.13,,,28633.4507490687
horizontal_right,horizontal,red_first,0.37,,,28633.6008057585
fixation,horizontal,_,0.13,,,28633.9840536279
horizontal_left,horizontal,red_second,0.37,,,28634.1342009221
fixation,horizontal,_,0.13,,,28634.5173690472
horizontal_right,horizontal,blue_first,0.37,,,28634.6673553014
fixation,horizontal,_,0.13,,,28635.0508526431
horizontal_left,horizontal,blue_second,0.37,,,28635.2008472751
fixation,horizontal,_,0.13,,,28635.5840064019
horizontal_right,horizontal,red_first,0.37,,,28635.734021513
fixation,horizontal,_,0.13,,,28636.1174332149
horizontal_left,horizontal,red_second,0.37,,,28636.2673453101
fixation,horizontal,_,0.13,,,28636.6508187596
vertical_bottom,vertical,blue_first,0.37,exogenous_reversal,7.5,28636.8007013772
fixation,vertical,_,0.13,,,28637.1840507112
vertical_top,vertical,blue_second,0.37,,,28637.3339876294
fixation,vertical,_,0.13,,,28637.7173192768
vertical_bottom,vertical,red_first,0.37,,,28638.8841818393
fixation,vertical,_,0.13,,,28639.2674650816
vertical_top,vertical,red_second,0.37,,,28639.4173880369
fixation,vertical,_,0.13,,,28639.8007798804
vertical_bottom,vertical,blue_first,0.37,,,28639.9507081105
fixation,vertical,_,0.13,,,28640.3340347933
vertical_top,vertical,blue_second,0.37,,,28640.4840589028
fixation,vertical,_,0.13,,,28640.8672887754
vertical_bottom,vertical,red_first,0.37,,,28641.0172815457
fixation,vertical,_,0.13,,,28641.4007522026
vertical_top,vertical,red_second,0.37,,,28641.550680743
fixation,vertical,_,0.13,,,28641.9340877907
