stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,6124.48252955231
fixation,vertical,_,0.13,,,6124.86588222081
vertical_top,vertical,red_second,0.37,,,6124.99877427464
fixation,vertical,_,0.13,,,6125.38253940152
vertical_bottom,vertical,blue_first,0.37,,,6125.5154362249
fixation,vertical,_,0.13,,,6125.89920769044
vertical_top,vertical,blue_second,0.37,,,6126.03209755458
fixation,vertical,_,0.13,,,6126.41586142264
vertical_bottom,vertical,red_first,0.37,,,6126.54873133068
fixation,vertical,_,0.13,,,6126.93253438356
vertical_top,vertical,red_second,0.37,,,6127.06541399048
fixation,vertical,_,0.13,,,6127.44922406483
vertical_bottom,vertical,blue_first,0.37,,,6127.58206455755
fixation,vertical,_,0.13,,,6127.96584337251
vertical_top,vertical,blue_second,0.37,,,6128.09873199549
fixation,vertical,_,0.13,,,6128.48251001243
vertical_bottom,vertical,red_first,0.37,,,6128.61536284613
fixation,vertical,_,0.13,,,6128.99919214919
vertical_top,vertical,red_second,0.37,,,6129.13206305033
fixation,vertical,_,0.13,,,6129.51583988835
vertical_bottom,vertical,blue_first,0.37,,,6129.6487234668
fixation,vertical,_,0.13,,,6130.03249117355
vertical_top,vertical,blue_second,0.37,,,6130.16535774828
fixation,vertical,_,0.13,,,6130.54915768061
vertical_bottom,vertical,red_first,0.37,,,6130.68205649858
fixation,vertical,_,0.13,,,6131.06580607566
vertical_top,vertical,red_second,0.37,,,6131.19867695914
fixation,vertical,_,0.13,,,6131.58248689137
vertical_bottom,vertical,blue_first,0.37,,,6131.71535023035
fixation,vertical,_,0.13,,,6132.09915527783
vertical_top,vertical,blue_second,0.37,,,6132.23202036335
fixation,vertical,_,0.13,,,6132.61577337127
vertical_bottom,vertical,red_first,0.37,,,6132.74866864319
fixation,vertical,_,0.13,,,6133.13245722765
horizontal_left,horizontal,red_second,0.37,,8.5,6133.26531492844
fixation,horizontal,_,0.13,,,6133.64911563186
horizontal_right,horizontal,blue_first,0.37,,,6134.81538769485
fixation,horizontal,_,0.13,,,6135.19908645587
horizontal_left,horizontal,blue_second,0.37,,,6135.33195312815
fixation,horizontal,_,0.13,,,6135.71576880537
horizontal_right,horizontal,red_first,0.37,,,6135.84862473271
fixation,horizontal,_,0.13,,,6136.23242551601
horizontal_left,horizontal,red_second,0.37,,,6136.36530252541
fixation,horizontal,_,0.13,,,6136.74908000166
horizontal_right,horizontal,blue_first,0.37,,,6136.88195204642
fixation,horizontal,_,0.13,,,6137.26573064862
horizontal_left,horizontal,blue_second,0.37,,,6137.39861950201
fixation,horizontal,_,0.13,,,6137.78237964659
horizontal_right,horizontal,red_first,0.37,,,6137.91529337614
fixation,horizontal,_,0.13,,,6138.29905993927
horizontal_left,horizontal,red_second,0.37,,,6138.43194088489
fixation,horizontal,_,0.13,,,6138.81572822819
horizontal_right,horizontal,blue_first,0.37,,,6138.9485839697
fixation,horizontal,_,0.13,,,6139.33238954021
horizontal_left,horizontal,blue_second,0.37,,,6139.46526243595
fixation,horizontal,_,0.13,,,6139.84903419412
horizontal_right,horizontal,red_first,0.37,,,6139.98193588459
fixation,horizontal,_,0.13,,,6140.36570735013
horizontal_left,horizontal,red_second,0.37,,,6140.49855855249
fixation,horizontal,_,0.13,,,6140.88237550619
horizontal_right,horizontal,blue_first,0.37,,,6141.01523389819
fixation,horizontal,_,0.13,,,6141.3990233782
horizontal_left,horizontal,blue_second,0.37,,,6141.53189408425
