stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,28752.6843101125
fixation,vertical,_,0.13,,,28753.0676629469
vertical_top,vertical,red_second,0.37,,,28753.2003251534
fixation,vertical,_,0.13,,,28753.5843178566
vertical_bottom,vertical,blue_first,0.37,,,28753.7343361282
fixation,vertical,_,0.13,,,28754.1176756603
vertical_top,vertical,blue_second,0.37,,,28754.2505151346
fixation,vertical,_,0.13,,,28754.6343260885
vertical_bottom,vertical,red_first,0.37,,,28754.7671752838
fixation,vertical,_,0.13,,,28755.1510225681
vertical_top,vertical,red_second,0.37,,,28755.2838742102
fixation,vertical,_,0.13,,,28755.6676886436
vertical_bottom,vertical,blue_first,0.37,,,28755.8005404279
fixation,vertical,_,0.13,,,28756.184351377
vertical_top,vertical,blue_second,0.37,,,28756.3171756564
fixation,vertical,_,0.13,,,28756.7010194209
vertical_bottom,vertical,red_first,0.37,,,28756.8338320821
fixation,vertical,_,0.13,,,28757.217693152
vertical_top,vertical,red_second,0.37,,,28757.3505553796
fixation,vertical,_,0.13,,,28757.7343600565
vertical_bottom,vertical,blue_first,0.37,,,28757.867076067
fixation,vertical,_,0.13,,,28758.2509192157
vertical_top,vertical,blue_second,0.37,,,28758.3838271086
fixation,vertical,_,0.13,,,28758.7677012772
vertical_bottom,vertical,red_first,0.37,,,28758.9003245334
fixation,vertical,_,0.13,,,28759.2843581553
vertical_top,vertical,red_second,0.37,,,28759.4171975277
fixation,vertical,_,0.13,,,28759.8010533582
vertical_bottom,vertical,blue_first,0.37,,,28759.9338723933
fixation,vertical,_,0.13,,,28760.3177116456
horizontal_left,horizontal,blue_second,0.37,,7.5,28760.4505324051
fixation,horizontal,_,0.13,,,28760.8343742771
horizontal_right,horizontal,red_first,0.37,,,28760.9672119963
fixation,horizontal,_,0.13,,,28762.4175102332
horizontal_left,horizontal,red_second,0.37,,,28762.5505431058
fixation,horizontal,_,0.13,,,28762.9344132098
horizontal_right,horizontal,blue_first,0.37,,,28763.0672000502
fixation,horizontal,_,0.13,,,28763.4510657745
horizontal_left,horizontal,blue_second,0.37,,,28763.5838924653
fixation,horizontal,_,0.13,,,28763.9677290266
horizontal_right,horizontal,red_first,0.37,,,28764.1005701235
fixation,horizontal,_,0.13,,,28764.484401308
horizontal_left,horizontal,red_second,0.37,,,28764.6172455079
fixation,horizontal,_,0.13,,,28765.0010815553
horizontal_right,horizontal,blue_first,0.37,,,28765.1338949033
fixation,horizontal,_,0.13,,,28765.5177238851
horizontal_left,horizontal,blue_second,0.37,,,28765.6505701503
fixation,horizontal,_,0.13,,,28766.0344160206
horizontal_right,horizontal,red_first,0.37,,,28766.1672430168
fixation,horizontal,_,0.13,,,28766.5510924732
horizontal_left,horizontal,red_second,0.37,,,28766.6839292615
fixation,horizontal,_,0.13,,,28767.0677563814
horizontal_right,horizontal,blue_first,0.37,,,28767.2005934445
fixation,horizontal,_,0.13,,,28767.584414908
horizontal_left,horizontal,blue_second,0.37,,,28767.7170401635
fixation,horizontal,_,0.13,,,28768.1010981872
horizontal_right,horizontal,red_first,0.37,,,28768.2339442132
fixation,horizontal,_,0.13,,,28768.6177586111
horizontal_left,horizontal,red_second,0.37,,,28768.7506194602
fixation,horizontal,_,0.13,,,28769.1344304092
horizontal_right,horizontal,blue_first,0.37,,,28769.2672838113
fixation,horizontal,_,0.13,,,28769.6511216542
horizontal_left,horizontal,blue_second,0.37,,,28769.7839522366
fixation,horizontal,_,0.13,,,28770.1677834567
horizontal_right,horizontal,red_first,0.37,,,28770.3006036312
fixation,horizontal,_,0.13,,,28770.6844316417
vertical_top,vertical,red_second,0.37,,9,28770.8172603316
fixation,vertical,_,0.13,,,28771.2011027886
vertical_bottom,vertical,blue_first,0.37,,,28771.3339511596
fixation,vertical,_,0.13,,,28772.7837339352
vertical_top,vertical,blue_second,0.37,,,28772.9173423146
fixation,vertical,_,0.13,,,28773.300977995
vertical_bottom,vertical,red_first,0.37,,,28773.4339595864
fixation,vertical,_,0.13,,,28773.8178079035
vertical_top,vertical,red_second,0.37,,,28773.9506175279
fixation,vertical,_,0.13,,,28774.334467432
vertical_bottom,vertical,blue_first,0.37,,,28774.4672966358
fixation,vertical,_,0.13,,,28774.8511484017
vertical_top,vertical,blue_second,0.37,,,28774.9839578888
fixation,vertical,_,0.13,,,28775.3677847292
vertical_bottom,vertical,red_first,0.37,,,28775.5006403744
fixation,vertical,_,0.13,,,28775.8844638371
vertical_top,vertical,red_second,0.37,,,28776.0173390617
fixation,vertical,_,0.13,,,28776.4011166458
vertical_bottom,vertical,blue_first,0.37,,,28776.5339993482
fixation,vertical,_,0.13,,,28776.9178132984
vertical_top,vertical,blue_second,0.37,,,28777.0506853489
fixation,vertical,_,0.13,,,28777.4344859256
vertical_bottom,vertical,red_first,0.37,,,28777.5673450504
fixation,vertical,_,0.13,,,28777.9511493507
vertical_top,vertical,red_second,0.37,,,28778.0839935812
fixation,vertical,_,0.13,,,28778.4678160468
vertical_bottom,vertical,blue_first,0.37,,,28778.6006590102
fixation,vertical,_,0.13,,,28778.9844792278
vertical_top,vertical,blue_second,0.37,,,28779.117340148
fixation,vertical,_,0.13,,,28779.501147826
vertical_bottom,vertical,red_first,0.37,,,28779.6339907136
fixation,vertical,_,0.13,,,28780.017852404
vertical_top,vertical,red_second,0.37,,,28780.1506587219
fixation,vertical,_,0.13,,,28780.5344974198
horizontal_right,horizontal,blue_first,0.37,,8.5,28780.6673287294
fixation,horizontal,_,0.13,,,28781.0511767007
horizontal_left,horizontal,blue_second,0.37,,,28781.1839785015
fixation,horizontal,_,0.13,,,28782.600884369
horizontal_right,horizontal,red_first,0.37,,,28782.7340141363
fixation,horizontal,_,0.13,,,28783.1178572495
horizontal_left,horizontal,red_second,0.37,,,28783.2506586382
fixation,horizontal,_,0.13,,,28783.6343894178
horizontal_right,horizontal,blue_first,0.37,,,28783.7673472942
fixation,horizontal,_,0.13,,,28784.1511732392
horizontal_left,horizontal,blue_second,0.37,,,28784.2840156435
fixation,horizontal,_,0.13,,,28784.6678528966
horizontal_right,horizontal,red_first,0.37,,,28784.8007264323
fixation,horizontal,_,0.13,,,28785.1845206965
horizontal_left,horizontal,red_second,0.37,,,28785.3173960584
fixation,horizontal,_,0.13,,,28785.7011968081
horizontal_right,horizontal,blue_first,0.37,,,28785.8340448996
fixation,horizontal,_,0.13,,,28786.217860091
horizontal_left,horizontal,blue_second,0.37,,,28786.3507225934
fixation,horizontal,_,0.13,,,28786.7345305817
horizontal_right,horizontal,red_first,0.37,,,28786.8673931908
fixation,horizontal,_,0.13,,,28787.2512189985
horizontal_left,horizontal,red_second,0.37,,,28787.3840443769
fixation,horizontal,_,0.13,,,28787.7678938996
horizontal_right,horizontal,blue_first,0.37,,,28787.9007308608
fixation,horizontal,_,0.13,,,28788.2845634594
horizontal_left,horizontal,blue_second,0.37,,,28788.4173797375
fixation,horizontal,_,0.13,,,28788.8012130634
horizontal_right,horizontal,red_first,0.37,,,28788.9338306988
fixation,horizontal,_,0.13,,,28789.3179027521
horizontal_left,horizontal,red_second,0.37,,,28789.450705723
fixation,horizontal,_,0.13,,,28789.8345488006
horizontal_right,horizontal,blue_first,0.37,,,28789.9673560493
fixation,horizontal,_,0.13,,,28790.3512343891
horizontal_left,horizontal,blue_second,0.37,,,28790.4840553572
fixation,horizontal,_,0.13,,,28790.8679051902
horizontal_right,horizontal,red_first,0.37,,,28791.0007137819
fixation,horizontal,_,0.13,,,28791.3845619923
horizontal_left,horizontal,red_second,0.37,,,28791.5174135374
fixation,horizontal,_,0.13,,,28791.9012486184
vertical_bottom,vertical,blue_first,0.37,,10,28792.0340368373
fixation,vertical,_,0.13,,,28792.4179015952
vertical_top,vertical,blue_second,0.37,,,28792.5506605542
fixation,vertical,_,0.13,,,28794.0012186801
vertical_bottom,vertical,red_first,0.37,,,28794.1340828002
fixation,vertical,_,0.13,,,28794.5177933492
vertical_top,vertical,red_second,0.37,,,28794.6507560481
fixation,vertical,_,0.13,,,28795.0345918208
vertical_bottom,vertical,blue_first,0.37,,,28795.1673740423
fixation,vertical,_,0.13,,,28795.5512689958
vertical_top,vertical,blue_second,0.37,,,28795.6840965108
fixation,vertical,_,0.13,,,28796.0679279749
vertical_bottom,vertical,red_first,0.37,,,28796.2007512524
fixation,vertical,_,0.13,,,28796.5845777469
vertical_top,vertical,red_second,0.37,,,28796.7174330107
fixation,vertical,_,0.13,,,28797.1012629896
vertical_bottom,vertical,blue_first,0.37,,,28797.2341276286
fixation,vertical,_,0.13,,,28797.6179468538
vertical_top,vertical,blue_second,0.37,,,28797.7508040149
fixation,vertical,_,0.13,,,28798.1346082441
vertical_bottom,vertical,red_first,0.37,,,28798.2674626126
fixation,vertical,_,0.13,,,28798.6512869755
vertical_top,vertical,red_second,0.37,,,28798.7841435112
fixation,vertical,_,0.13,,,28799.1679428823
vertical_bottom,vertical,blue_first,0.37,,,28799.3008019004
fixation,vertical,_,0.13,,,28799.6846141973
vertical_top,vertical,blue_second,0.37,,,28799.8174668462
fixation,vertical,_,0.13,,,28800.2012872059
vertical_bottom,vertical,red_first,0.37,,,28800.3341332983
fixation,vertical,_,0.13,,,28800.7179517655
vertical_top,vertical,red_second,0.37,,,28800.8507779375
fixation,vertical,_,0.13,,,28801.2346254966
vertical_bottom,vertical,blue_first,0.37,,,28801.3674552903
fixation,vertical,_,0.13,,,28801.7512916076
vertical_top,vertical,blue_second,0.37,,,28801.8841371197
fixation,vertical,_,0.13,,,28802.267955343
horizontal_right,horizontal,red_first,0.37,,9,28802.400804472
fixation,horizontal,_,0.13,,,28802.7846494469
horizontal_left,horizontal,red_second,0.37,,,28802.9174030242
fixation,horizontal,_,0.13,,,28804.334389824
