stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
horizontal_left,horizontal,blue_second,5,,,25350.0578010715
fixation,vertical,_,1,,,25352.8078977318
vertical_bottom,vertical,blue_first,5,,,25353.8246887861
fixation,vertical,_,1,,,25356.4078870069
horizontal_right,horizontal,blue_first,5,,,25357.424598853
fixation,vertical,_,1,,,25359.9075972593
vertical_bottom,vertical,blue_first,5,,,25360.9245589073
fixation,vertical,_,1,,,25363.3912652512
vertical_top,vertical,red_second,5,,,25364.4081360737
fixation,horizontal,_,1,,,25366.9743719964
horizontal_left,horizontal,red_second,5,,30,25367.9912826895
fixation,horizontal,_,1,,,25370.6577387396
vertical_bottom,vertical,red_first,5,,,25371.6744743143
fixation,horizontal,_,1,,,25374.6070185305
horizontal_right,horizontal,red_first,5,,24,25375.6239185201
fixation,horizontal,_,1,,,25378.140846136
vertical_top,vertical,red_second,5,,,25379.1575538905
fixation,vertical,_,1,,,25381.8409664767
horizontal_right,horizontal,blue_first,5,,,25382.8576711343
fixation,vertical,_,1,,,25385.4242739912
vertical_bottom,vertical,red_first,5,,,25386.4411370545
fixation,vertical,_,1,,,25389.0242420459
vertical_top,vertical,blue_second,5,,,25390.0410337897
fixation,vertical,_,1,,,25392.4568936227
horizontal_left,horizontal,blue_second,5,,,25393.4740641861
fixation,vertical,_,1,,,25396.0736264543
vertical_top,vertical,blue_second,5,,,25397.0905589982
fixation,horizontal,_,1,,,25399.5905375076
vertical_bottom,vertical,red_first,5,,24,25400.6073694692
fixation,horizontal,_,1,,,25403.1074608303
horizontal_left,horizontal,red_second,5,,,25404.1243223636
fixation,horizontal,_,1,,,25412.7404756547
vertical_bottom,vertical,blue_first,5,,,25413.7574298363
fixation,horizontal,_,1,,,25415.2406736467
vertical_bottom,vertical,red_first,5,,12,25416.2573442412
fixation,vertical,_,1,,,25417.7236693552
horizontal_left,horizontal,red_second,5,,,25418.7406761248
fixation,vertical,_,1,,,25420.3739686212
horizontal_right,horizontal,blue_first,5,,,25421.3908910404
fixation,vertical,_,1,,,25422.9739637704
vertical_top,vertical,blue_second,5,,,25423.9906219015
fixation,horizontal,_,1,,,25425.5567213182
vertical_top,vertical,blue_second,5,,,25426.5737417009
fixation,horizontal,_,1,,,25428.1239032662
vertical_bottom,vertical,red_first,5,,18,25429.1406337318
fixation,horizontal,_,1,,,25430.6071823658
horizontal_left,horizontal,blue_second,5,,24,25431.6238849246
fixation,horizontal,_,1,,,25433.1901080105
vertical_top,vertical,red_second,5,,30,25434.2071988713
fixation,horizontal,_,1,,,25435.6905021671
vertical_top,vertical,red_second,5,,,25436.7074363989
fixation,vertical,_,1,,,25438.1566484619
horizontal_right,horizontal,red_first,5,,,25439.1734649835
fixation,vertical,_,1,,,25440.6237793524
horizontal_left,horizontal,red_second,5,,30,25441.640560348
fixation,vertical,_,1,,,25443.023752127
vertical_top,vertical,blue_second,5,,12,25444.0404895396
fixation,vertical,_,1,,,25445.5737450041
vertical_top,vertical,red_second,5,,,25446.5904368988
fixation,vertical,_,1,,,25448.2570611826
horizontal_left,horizontal,red_second,5,,,25449.2737965913
fixation,horizontal,_,1,,,25450.6903544428
vertical_top,vertical,red_second,5,,,25451.7071338654
fixation,horizontal,_,1,,,25453.0563311838
vertical_top,vertical,red_second,5,,24,25454.0732450804
fixation,vertical,_,1,,,25455.4736654624
horizontal_right,horizontal,blue_first,5,,,25456.4903155841
fixation,vertical,_,1,,,25457.9569508303
