stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,17675.7159455042
fixation,vertical,_,0.13,,,17676.0993603975
vertical_top,vertical,red_second,0.37,,,17676.2492705838
fixation,vertical,_,0.13,,,17676.6326218675
vertical_bottom,vertical,blue_first,0.37,,,17676.7825817004
fixation,vertical,_,0.13,,,17677.1658439305
vertical_top,vertical,blue_second,0.37,,,17677.3159294312
fixation,vertical,_,0.13,,,17677.6991727336
vertical_bottom,vertical,red_first,0.37,,,17677.8492244126
fixation,vertical,_,0.13,,,17678.2326557513
vertical_top,vertical,red_second,0.37,,,17678.3825324262
fixation,vertical,_,0.13,,,17678.7658427514
vertical_bottom,vertical,blue_first,0.37,,,17678.9158212017
fixation,vertical,_,0.13,,,17679.2991665899
vertical_top,vertical,blue_second,0.37,,,17679.449153418
fixation,vertical,_,0.13,,,17679.8325490733
vertical_bottom,vertical,red_first,0.37,,,17679.9826435723
fixation,vertical,_,0.13,,,17680.3658279195
vertical_top,vertical,red_second,0.37,,,17680.5158879763
fixation,vertical,_,0.13,,,17680.8991514477
vertical_bottom,vertical,blue_first,0.37,,,17681.0492186412
fixation,vertical,_,0.13,,,17681.4326226743
vertical_top,vertical,blue_second,0.37,,,17681.5825368944
fixation,vertical,_,0.13,,,17681.9658289125
vertical_bottom,vertical,red_first,0.37,,,17682.115812948
fixation,vertical,_,0.13,,,17682.4992117062
vertical_top,vertical,red_second,0.37,,,17682.6491101014
fixation,vertical,_,0.13,,,17683.0326261495
vertical_bottom,vertical,blue_first,0.37,,,17683.18253013
fixation,vertical,_,0.13,,,17683.5657855338
vertical_top,vertical,blue_second,0.37,,,17683.7157993573
fixation,vertical,_,0.13,,,17684.0991900479
vertical_bottom,vertical,red_first,0.37,,,17684.2491061297
fixation,vertical,_,0.13,,,17684.6325930105
vertical_top,vertical,red_second,0.37,,,17684.7824737191
fixation,vertical,_,0.13,,,17685.1658640994
vertical_bottom,vertical,blue_first,0.37,,,17685.3158707862
fixation,vertical,_,0.13,,,17685.699057926
vertical_top,vertical,blue_second,0.37,,,17685.8490854023
fixation,vertical,_,0.13,,,17686.2325105351
horizontal_right,horizontal,red_first,0.37,,10,17686.3824539226
fixation,horizontal,_,0.13,,,17686.7658731599
horizontal_left,horizontal,red_second,0.37,,,17686.9159028082
fixation,horizontal,_,0.13,,,17687.2990821908
horizontal_right,horizontal,blue_first,0.37,,,17687.44908081
fixation,horizontal,_,0.13,,,17688.8659298501
horizontal_left,horizontal,blue_second,0.37,,,17689.0158015603
fixation,horizontal,_,0.13,,,17689.3990678243
horizontal_right,horizontal,red_first,0.37,,,17689.5490642715
fixation,horizontal,_,0.13,,,17689.9323516352
horizontal_left,horizontal,red_second,0.37,,,17690.0823881099
fixation,horizontal,_,0.13,,,17690.4658681643
horizontal_right,horizontal,blue_first,0.37,,,17690.6157814535
fixation,horizontal,_,0.13,,,17690.9991352195
horizontal_left,horizontal,blue_second,0.37,,,17691.1491220476
fixation,horizontal,_,0.13,,,17691.5323799337
