stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,18058.8125055271
fixation,vertical,_,0.13,,,18059.1958521564
vertical_top,vertical,red_second,0.37,,,18059.3457707205
fixation,vertical,_,0.13,,,18059.729135657
vertical_bottom,vertical,blue_first,0.37,,,18059.8791348968
fixation,vertical,_,0.13,,,18060.2623679596
vertical_top,vertical,blue_second,0.37,,,18060.4124671131
fixation,vertical,_,0.13,,,18060.7957197242
vertical_bottom,vertical,red_first,0.37,,,18060.9457558886
fixation,vertical,_,0.13,,,18061.3291136884
vertical_top,vertical,red_second,0.37,,,18061.479102068
fixation,vertical,_,0.13,,,18061.8624341136
vertical_bottom,vertical,blue_first,0.37,,,18062.0123120297
fixation,vertical,_,0.13,,,18062.3956723118
vertical_top,vertical,blue_second,0.37,,,18062.5456870661
fixation,vertical,_,0.13,,,18062.9291568809
vertical_bottom,vertical,red_first,0.37,,,18063.0790745142
fixation,vertical,_,0.13,,,18063.4623435708
vertical_top,vertical,red_second,0.37,,,18063.6124079716
fixation,vertical,_,0.13,,,18063.9956332772
vertical_bottom,vertical,blue_first,0.37,,,18064.1456585814
fixation,vertical,_,0.13,,,18064.5291485651
vertical_top,vertical,blue_second,0.37,,,18064.6790997098
fixation,vertical,_,0.13,,,18065.0622762997
vertical_bottom,vertical,red_first,0.37,,,18065.2124012073
fixation,vertical,_,0.13,,,18065.5957512498
vertical_top,vertical,red_second,0.37,,,18065.7457228737
fixation,vertical,_,0.13,,,18066.1290468517
vertical_bottom,vertical,blue_first,0.37,,,18066.2790768103
fixation,vertical,_,0.13,,,18066.6623151481
vertical_top,vertical,blue_second,0.37,,,18066.8122973219
fixation,vertical,_,0.13,,,18067.1957385899
vertical_bottom,vertical,red_first,0.37,,,18067.3457164196
fixation,vertical,_,0.13,,,18067.7290413286
vertical_top,vertical,red_second,0.37,,,18067.8790926972
fixation,vertical,_,0.13,,,18068.2623961961
horizontal_right,horizontal,blue_first,0.37,,9,18068.4123898506
fixation,horizontal,_,0.13,,,18068.7956402898
horizontal_left,horizontal,blue_second,0.37,,,18068.9457028289
fixation,horizontal,_,0.13,,,18069.3289780913
horizontal_right,horizontal,red_first,0.37,,,18069.4789248919
fixation,horizontal,_,0.13,,,18069.8623481631
horizontal_left,horizontal,red_second,0.37,,,18070.0123495749
fixation,horizontal,_,0.13,,,18070.3956037375
horizontal_right,horizontal,blue_first,0.37,,,18070.5456029773
fixation,horizontal,_,0.13,,,18070.9289455728
horizontal_left,horizontal,blue_second,0.37,,,18071.0790301426
fixation,horizontal,_,0.13,,,18071.4624056289
horizontal_right,horizontal,red_first,0.37,,,18071.6123986629
fixation,horizontal,_,0.13,,,18071.9955901468
horizontal_left,horizontal,red_second,0.37,,,18072.1456703725
fixation,horizontal,_,0.13,,,18072.5289177087
horizontal_right,horizontal,blue_first,0.37,,,18072.678876921
fixation,horizontal,_,0.13,,,18073.0624202747
horizontal_left,horizontal,blue_second,0.37,,,18073.2123915883
fixation,horizontal,_,0.13,,,18073.5955694194
horizontal_right,horizontal,red_first,0.37,,,18073.745674158
fixation,horizontal,_,0.13,,,18074.1288985327
horizontal_left,horizontal,red_second,0.37,,,18074.2789092533
fixation,horizontal,_,0.13,,,18074.6623803092
horizontal_right,horizontal,blue_first,0.37,,,18074.8123271098
fixation,horizontal,_,0.13,,,18075.1955884091
horizontal_left,horizontal,blue_second,0.37,,,18075.3456307794
fixation,horizontal,_,0.13,,,18075.7288961125
horizontal_right,horizontal,red_first,0.37,,,18075.8788869744
fixation,horizontal,_,0.13,,,18076.2621777513
