stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,19746.7314539691
fixation,vertical,_,0.13,,,19747.1151853839
vertical_top,vertical,red_second,0.37,,,19747.2480550579
fixation,vertical,_,0.13,,,19747.6318811602
vertical_bottom,vertical,blue_first,0.37,,,19747.7647142155
fixation,vertical,_,0.13,,,19748.1485269279
vertical_top,vertical,blue_second,0.37,,,19748.2813998383
fixation,vertical,_,0.13,,,19748.6651709697
vertical_bottom,vertical,red_first,0.37,,,19748.7980272537
fixation,vertical,_,0.13,,,19749.1818499881
vertical_top,vertical,red_second,0.37,,,19749.3147161605
fixation,vertical,_,0.13,,,19749.6984929632
vertical_bottom,vertical,blue_first,0.37,,,19749.8313718575
fixation,vertical,_,0.13,,,19750.2151588611
vertical_top,vertical,blue_second,0.37,,,19750.347984422
fixation,vertical,_,0.13,,,19750.7318318051
vertical_bottom,vertical,red_first,0.37,,,19750.8646889769
fixation,vertical,_,0.13,,,19751.2484899866
vertical_top,vertical,red_second,0.37,,,19751.3813414848
fixation,vertical,_,0.13,,,19751.7651420528
vertical_bottom,vertical,blue_first,0.37,,,19751.898013233
fixation,vertical,_,0.13,,,19752.2818061299
vertical_top,vertical,blue_second,0.37,,,19752.4146671588
fixation,vertical,_,0.13,,,19752.7984575303
vertical_bottom,vertical,red_first,0.37,,,19752.9313257842
fixation,vertical,_,0.13,,,19753.3151293215
vertical_top,vertical,red_second,0.37,,,19753.4479700888
fixation,vertical,_,0.13,,,19753.8317973892
vertical_bottom,vertical,blue_first,0.37,,,19753.9646526562
fixation,vertical,_,0.13,,,19754.3484424932
vertical_top,vertical,blue_second,0.37,,,19754.4812955429
fixation,vertical,_,0.13,,,19754.8650879529
vertical_bottom,vertical,red_first,0.37,,,19754.9979988998
fixation,vertical,_,0.13,,,19755.3817735326
vertical_top,vertical,red_second,0.37,,,19755.5146479493
fixation,vertical,_,0.13,,,19755.8984226705
vertical_bottom,vertical,blue_first,0.37,,,19756.0312850719
fixation,vertical,_,0.13,,,19756.4150820953
vertical_top,vertical,blue_second,0.37,,,19756.5479438762
fixation,vertical,_,0.13,,,19756.931741783
vertical_bottom,vertical,red_first,0.37,,,19757.0646261311
fixation,vertical,_,0.13,,,19757.4483954891
vertical_top,vertical,red_second,0.37,,,19757.5812771307
fixation,vertical,_,0.13,,,19757.9650711374
horizontal_right,horizontal,blue_first,0.37,,11,19758.0979147878
