stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,17542.7698022296
fixation,vertical,_,0.13,,,17543.1523279456
vertical_top,vertical,red_second,0.37,,,17543.2850787137
fixation,vertical,_,0.13,,,17543.6689732774
vertical_bottom,vertical,blue_first,0.37,,,17543.8193802007
fixation,vertical,_,0.13,,,17544.2023148558
vertical_top,vertical,blue_second,0.37,,,17544.3351690987
fixation,vertical,_,0.13,,,17544.7189845409
vertical_bottom,vertical,red_first,0.37,,,17544.8518557057
fixation,vertical,_,0.13,,,17545.2356638232
vertical_top,vertical,red_second,0.37,,,17545.3685244913
fixation,vertical,_,0.13,,,17545.7523096252
vertical_bottom,vertical,blue_first,0.37,,,17545.8851863595
fixation,vertical,_,0.13,,,17546.2689526721
vertical_top,vertical,blue_second,0.37,,,17546.4018928253
fixation,vertical,_,0.13,,,17546.7856561635
vertical_bottom,vertical,red_first,0.37,,,17546.9185247926
fixation,vertical,_,0.13,,,17547.3023199844
vertical_top,vertical,red_second,0.37,,,17547.4352050058
fixation,vertical,_,0.13,,,17547.8189905252
vertical_bottom,vertical,blue_first,0.37,,,17547.9516773386
fixation,vertical,_,0.13,,,17548.3356691336
vertical_top,vertical,blue_second,0.37,,,17548.4685312089
fixation,vertical,_,0.13,,,17548.8523122338
vertical_bottom,vertical,red_first,0.37,,,17548.9852015084
fixation,vertical,_,0.13,,,17549.3690024359
vertical_top,vertical,red_second,0.37,,,17549.5018633767
fixation,vertical,_,0.13,,,17549.8856701088
vertical_bottom,vertical,blue_first,0.37,,,17550.0185444674
fixation,vertical,_,0.13,,,17550.4022994652
vertical_top,vertical,blue_second,0.37,,,17550.5352053139
fixation,vertical,_,0.13,,,17550.9190008002
vertical_bottom,vertical,red_first,0.37,,,17551.0518333916
fixation,vertical,_,0.13,,,17551.4356499089
horizontal_left,horizontal,red_second,0.37,,8.5,17551.5685198701
fixation,horizontal,_,0.13,,,17551.9523024307
horizontal_right,horizontal,blue_first,0.37,,,17552.0851902605
fixation,horizontal,_,0.13,,,17553.5021664291
horizontal_left,horizontal,blue_second,0.37,,,17553.6352057129
fixation,horizontal,_,0.13,,,17554.0189970745
horizontal_right,horizontal,red_first,0.37,,,17554.1518481769
fixation,horizontal,_,0.13,,,17554.5356474243
horizontal_left,horizontal,red_second,0.37,,,17554.6685237356
fixation,horizontal,_,0.13,,,17555.0523292266
horizontal_right,horizontal,blue_first,0.37,,,17555.1852016701
fixation,horizontal,_,0.13,,,17555.5689861301
horizontal_left,horizontal,blue_second,0.37,,,17555.701876555
fixation,horizontal,_,0.13,,,17556.0856508819
horizontal_right,horizontal,red_first,0.37,,,17556.2185504557
fixation,horizontal,_,0.13,,,17556.6023163828
horizontal_left,horizontal,red_second,0.37,,,17556.7352239866
fixation,horizontal,_,0.13,,,17557.118999865
horizontal_right,horizontal,blue_first,0.37,,,17557.2518690614
fixation,horizontal,_,0.13,,,17557.6356456889
horizontal_left,horizontal,blue_second,0.37,,,17557.7685303624
fixation,horizontal,_,0.13,,,17558.152331691
horizontal_right,horizontal,red_first,0.37,,,17558.2851936912
fixation,horizontal,_,0.13,,,17558.6688779612
horizontal_left,horizontal,red_second,0.37,,,17558.8018788534
fixation,horizontal,_,0.13,,,17559.1856580541
horizontal_right,horizontal,blue_first,0.37,,,17559.3185241633
fixation,horizontal,_,0.13,,,17559.7023307669
horizontal_left,horizontal,blue_second,0.37,,,17559.8351901029
fixation,horizontal,_,0.13,,,17560.2190110177
horizontal_right,horizontal,red_first,0.37,,,17560.3518575032
fixation,horizontal,_,0.13,,,17560.7356312628
vertical_top,vertical,red_second,0.37,,8,17560.8685311093
fixation,vertical,_,0.13,,,17561.2523241666
vertical_bottom,vertical,blue_first,0.37,,,17561.3852089686
fixation,vertical,_,0.13,,,17561.7689818725
vertical_top,vertical,blue_second,0.37,,,17562.9357086938
fixation,vertical,_,0.13,,,17563.3189971807
vertical_bottom,vertical,red_first,0.37,,,17563.4518667565
fixation,vertical,_,0.13,,,17563.8356402058
vertical_top,vertical,red_second,0.37,,,17563.9685400147
fixation,vertical,_,0.13,,,17564.3523167174
vertical_bottom,vertical,blue_first,0.37,,,17564.4851912578
fixation,vertical,_,0.13,,,17564.868997059
vertical_top,vertical,blue_second,0.37,,,17565.0018459893
fixation,vertical,_,0.13,,,17565.3856559528
vertical_bottom,vertical,red_first,0.37,,,17565.5185312799
fixation,vertical,_,0.13,,,17565.9023322607
vertical_top,vertical,red_second,0.37,,,17566.0351839993
fixation,vertical,_,0.13,,,17566.418973938
vertical_bottom,vertical,blue_first,0.37,,,17566.551860163
