stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,19224.8709502921
fixation,vertical,_,0.13,,,19225.2548607193
vertical_top,vertical,red_second,0.37,,,19225.3877312212
fixation,vertical,_,0.13,,,19225.7715487504
vertical_bottom,vertical,blue_first,0.37,,,19225.9044196568
fixation,vertical,_,0.13,,,19226.2881987878
vertical_top,vertical,blue_second,0.37,,,19226.4210826598
fixation,vertical,_,0.13,,,19226.8048754712
vertical_bottom,vertical,red_first,0.37,,,19226.9377526387
fixation,vertical,_,0.13,,,19227.3215372331
vertical_top,vertical,red_second,0.37,,,19227.454402931
fixation,vertical,_,0.13,,,19227.8382088023
vertical_bottom,vertical,blue_first,0.37,,,19227.9710343622
fixation,vertical,_,0.13,,,19228.3548424608
vertical_top,vertical,blue_second,0.37,,,19228.4877065132
fixation,vertical,_,0.13,,,19228.8715034802
vertical_bottom,vertical,red_first,0.37,,,19229.0043884327
fixation,vertical,_,0.13,,,19229.3881682231
vertical_top,vertical,red_second,0.37,,,19229.5210293886
fixation,vertical,_,0.13,,,19229.9048255855
vertical_bottom,vertical,blue_first,0.37,,,19230.0376968299
fixation,vertical,_,0.13,,,19230.4214860397
vertical_top,vertical,blue_second,0.37,,,19230.5543577827
fixation,vertical,_,0.13,,,19230.9381558691
vertical_bottom,vertical,red_first,0.37,,,19231.0710104632
fixation,vertical,_,0.13,,,19231.4548154035
vertical_top,vertical,red_second,0.37,,,19231.5876929756
fixation,vertical,_,0.13,,,19231.9714744005
vertical_bottom,vertical,blue_first,0.37,,,19232.1043223289
fixation,vertical,_,0.13,,,19232.4881167194
vertical_top,vertical,blue_second,0.37,,,19232.6209911332
fixation,vertical,_,0.13,,,19233.0047812462
vertical_bottom,vertical,red_first,0.37,,,19233.1376589401
fixation,vertical,_,0.13,,,19233.5214527489
horizontal_left,horizontal,red_second,0.37,,8.5,19233.6543313737
fixation,horizontal,_,0.13,,,19234.0381027586
horizontal_right,horizontal,blue_first,0.37,,,19234.1709725457
fixation,horizontal,_,0.13,,,19235.5709959237
horizontal_left,horizontal,blue_second,0.37,,,19235.7043191692
fixation,horizontal,_,0.13,,,19236.0880905542
horizontal_right,horizontal,red_first,0.37,,,19236.2209716612
fixation,horizontal,_,0.13,,,19236.6047385137
horizontal_left,horizontal,red_second,0.37,,,19236.737612185
fixation,horizontal,_,0.13,,,19237.1214120389
horizontal_right,horizontal,blue_first,0.37,,,19237.2542800861
fixation,horizontal,_,0.13,,,19237.6380652734
horizontal_left,horizontal,blue_second,0.37,,,19237.7709342238
fixation,horizontal,_,0.13,,,19238.1547215719
horizontal_right,horizontal,red_first,0.37,,,19238.2876227536
fixation,horizontal,_,0.13,,,19238.671376452
horizontal_left,horizontal,red_second,0.37,,,19238.8042719266
fixation,horizontal,_,0.13,,,19239.1880404524
horizontal_right,horizontal,blue_first,0.37,,,19239.3209168498
fixation,horizontal,_,0.13,,,19239.7047008789
horizontal_left,horizontal,blue_second,0.37,,,19239.8375738631
fixation,horizontal,_,0.13,,,19240.2213749581
horizontal_right,horizontal,red_first,0.37,,,19240.3542314693
fixation,horizontal,_,0.13,,,19240.7380334952
horizontal_left,horizontal,red_second,0.37,,,19240.8709061414
fixation,horizontal,_,0.13,,,19241.2546721184
horizontal_right,horizontal,blue_first,0.37,,,19241.3875690502
fixation,horizontal,_,0.13,,,19241.7713607424
horizontal_left,horizontal,blue_second,0.37,,,19241.9042316211
fixation,horizontal,_,0.13,,,19242.288020709
horizontal_right,horizontal,red_first,0.37,,,19242.4208917096
fixation,horizontal,_,0.13,,,19242.8046714612
horizontal_left,horizontal,red_second,0.37,,,19242.9375434203
fixation,horizontal,_,0.13,,,19243.3213140239
horizontal_right,horizontal,blue_first,0.37,,,19243.4541895846
fixation,horizontal,_,0.13,,,19243.8379854324
vertical_top,vertical,blue_second,0.37,,9,19243.970885589
fixation,vertical,_,0.13,,,19244.3546547354
vertical_bottom,vertical,red_first,0.37,,,19244.4875173582
fixation,vertical,_,0.13,,,19245.8875001105
vertical_top,vertical,red_second,0.37,,,19246.0208648572
fixation,vertical,_,0.13,,,19246.4046146549
vertical_bottom,vertical,blue_first,0.37,,,19246.5374507646
fixation,vertical,_,0.13,,,19246.9212861187
vertical_top,vertical,blue_second,0.37,,,19247.0541144548
fixation,vertical,_,0.13,,,19247.4379615334
vertical_bottom,vertical,red_first,0.37,,,19247.5707664481
fixation,vertical,_,0.13,,,19247.9545988877
vertical_top,vertical,red_second,0.37,,,19248.0874634387
fixation,vertical,_,0.13,,,19248.4712762194
vertical_bottom,vertical,blue_first,0.37,,,19248.6041142574
fixation,vertical,_,0.13,,,19248.9879213975
vertical_top,vertical,blue_second,0.37,,,19249.1207735093
fixation,vertical,_,0.13,,,19249.5045883954
vertical_bottom,vertical,red_first,0.37,,,19249.6374394933
fixation,vertical,_,0.13,,,19250.0212615161
vertical_top,vertical,red_second,0.37,,,19250.1540571221
fixation,vertical,_,0.13,,,19250.5379176927
vertical_bottom,vertical,blue_first,0.37,,,19250.6707581189
fixation,vertical,_,0.13,,,19251.0545777813
vertical_top,vertical,blue_second,0.37,,,19251.1874035684
fixation,vertical,_,0.13,,,19251.571214515
vertical_bottom,vertical,red_first,0.37,,,19251.7040626319
fixation,vertical,_,0.13,,,19252.0878860177
vertical_top,vertical,red_second,0.37,,,19252.2207267818
fixation,vertical,_,0.13,,,19252.6045632275
vertical_bottom,vertical,blue_first,0.37,,,19252.7373520737
fixation,vertical,_,0.13,,,19253.1212185398
vertical_top,vertical,blue_second,0.37,,,19253.2540570377
fixation,vertical,_,0.13,,,19253.6378653524
vertical_bottom,vertical,red_first,0.37,,,19253.7707204729
fixation,vertical,_,0.13,,,19254.1545465018
vertical_top,vertical,red_second,0.37,,,19254.2873770652
fixation,vertical,_,0.13,,,19254.67119496
horizontal_right,horizontal,blue_first,0.37,,9.5,19254.8040031661
fixation,horizontal,_,0.13,,,19255.1878488428
horizontal_left,horizontal,blue_second,0.37,,,19255.3207359396
fixation,horizontal,_,0.13,,,19256.720807257
horizontal_right,horizontal,red_first,0.37,,,19256.8540930187
fixation,horizontal,_,0.13,,,19257.2378374861
horizontal_left,horizontal,red_second,0.37,,,19257.3706915815
fixation,horizontal,_,0.13,,,19257.7545058194
horizontal_right,horizontal,blue_first,0.37,,,19257.8873527505
fixation,horizontal,_,0.13,,,19258.2711456561
horizontal_left,horizontal,blue_second,0.37,,,19258.4040258323
fixation,horizontal,_,0.13,,,19274.8369617175
horizontal_left,horizontal,red_first,0.37,,,19274.9705096006
fixation,horizontal,_,0.13,,,19275.3542695437
horizontal_right,horizontal,red_second,0.37,,,19275.4871410706
fixation,horizontal,_,0.13,,,19275.8709287013
horizontal_left,horizontal,blue_first,0.37,,,19276.003770086
fixation,horizontal,_,0.13,,,19276.3875987468
horizontal_right,horizontal,blue_second,0.37,,,19276.5204994575
