stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,6480.52790339154
fixation,vertical,_,0.13,,,6480.91158612279
vertical_top,vertical,red_second,0.37,,,6481.044426773
fixation,vertical,_,0.13,,,6481.42822166372
vertical_bottom,vertical,blue_first,0.37,,,6481.56111386693
fixation,vertical,_,0.13,,,6481.94488669237
vertical_top,vertical,blue_second,0.37,,,6482.07777401464
fixation,vertical,_,0.13,,,6482.46156150741
vertical_bottom,vertical,red_first,0.37,,,6482.59441939096
fixation,vertical,_,0.13,,,6482.97821522273
vertical_top,vertical,red_second,0.37,,,6483.11106923991
fixation,vertical,_,0.13,,,6483.49488160075
vertical_bottom,vertical,blue_first,0.37,,,6483.62774611878
fixation,vertical,_,0.13,,,6484.01154140349
vertical_top,vertical,blue_second,0.37,,,6484.1443880921
fixation,vertical,_,0.13,,,6484.52821410569
vertical_bottom,vertical,red_first,0.37,,,6484.6610635624
fixation,vertical,_,0.13,,,6485.04484989771
vertical_top,vertical,red_second,0.37,,,6485.17774495272
fixation,vertical,_,0.13,,,6485.56151252774
vertical_bottom,vertical,blue_first,0.37,,,6485.69438999425
fixation,vertical,_,0.13,,,6486.07816339126
vertical_top,vertical,blue_second,0.37,,,6486.21099415102
fixation,vertical,_,0.13,,,6486.59482968558
vertical_bottom,vertical,red_first,0.37,,,6486.72771314148
fixation,vertical,_,0.13,,,6487.11149223192
vertical_top,vertical,red_second,0.37,,,6487.24440139287
fixation,vertical,_,0.13,,,6487.62816193942
vertical_bottom,vertical,blue_first,0.37,,,6487.76104446445
fixation,vertical,_,0.13,,,6488.1448110249
vertical_top,vertical,blue_second,0.37,,,6488.27769551987
fixation,vertical,_,0.13,,,6488.66147258117
vertical_bottom,vertical,red_first,0.37,,,6488.79435879499
fixation,vertical,_,0.13,,,6489.17813895919
vertical_top,vertical,red_second,0.37,,,6489.3110130472
fixation,vertical,_,0.13,,,6489.69480742554
vertical_bottom,vertical,blue_first,0.37,,,6489.82766935304
fixation,vertical,_,0.13,,,6490.21146083057
vertical_top,vertical,blue_second,0.37,,,6490.3443312788
fixation,vertical,_,0.13,,,6490.7281298093
vertical_bottom,vertical,red_first,0.37,,,6490.86099068754
fixation,vertical,_,0.13,,,6491.24478030333
horizontal_left,horizontal,red_second,0.37,,10.5,6491.37764488055
fixation,horizontal,_,0.13,,,6492.79475358944
