stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.555,,,19091.7557328177
fixation,vertical,_,0.195,,,19092.3231618667
vertical_top,vertical,red_second,0.555,,,19092.5228691958
fixation,vertical,_,0.195,,,19093.0898070829
vertical_bottom,vertical,blue_first,0.555,,,19093.2895324835
fixation,vertical,_,0.195,,,19093.8564754065
vertical_top,vertical,blue_second,0.555,,,19094.0562066777
fixation,vertical,_,0.195,,,19094.623121532
vertical_bottom,vertical,red_first,0.555,,,19094.8228332052
fixation,vertical,_,0.195,,,19095.3897774191
vertical_top,vertical,red_second,0.555,,,19095.5895044426
fixation,vertical,_,0.195,,,19096.156421658
vertical_bottom,vertical,blue_first,0.555,,,19096.356173936
fixation,vertical,_,0.195,,,19096.9231125399
vertical_top,vertical,blue_second,0.555,,,19097.1228334753
fixation,vertical,_,0.195,,,19097.689750095
vertical_bottom,vertical,red_first,0.555,,,19097.8894931822
fixation,vertical,_,0.195,,,19098.4564129762
vertical_top,vertical,red_second,0.555,,,19098.6561386622
fixation,vertical,_,0.195,,,19099.2230686957
vertical_bottom,vertical,blue_first,0.555,,,19099.4227996816
fixation,vertical,_,0.195,,,19099.9897124567
horizontal_left,horizontal,blue_second,0.555,,8.25,19100.1894572164
fixation,horizontal,_,0.195,,,19100.7563994475
horizontal_right,horizontal,red_first,0.555,,,19102.0067304995
fixation,horizontal,_,0.195,,,19102.5730304929
horizontal_left,horizontal,red_second,0.555,,,19102.7727509256
fixation,horizontal,_,0.195,,,19103.3397071479
horizontal_right,horizontal,blue_first,0.555,,,19103.5394166026
fixation,horizontal,_,0.195,,,19104.1063331975
horizontal_left,horizontal,blue_second,0.555,,,19104.3060760457
fixation,horizontal,_,0.195,,,19104.8730053408
horizontal_right,horizontal,red_first,0.555,,,19105.0727130516
fixation,horizontal,_,0.195,,,19105.6396579575
horizontal_left,horizontal,red_second,0.555,,,19105.8393599155
fixation,horizontal,_,0.195,,,19106.4063150145
horizontal_right,horizontal,blue_first,0.555,,,19106.6060380506
fixation,horizontal,_,0.195,,,19107.1729777529
horizontal_left,horizontal,blue_second,0.555,,,19107.3727032249
fixation,horizontal,_,0.195,,,19107.9396297988
horizontal_right,horizontal,red_first,0.555,,,19108.1393502563
fixation,horizontal,_,0.195,,,19108.7063033973
horizontal_left,horizontal,red_second,0.555,,,19108.9060096994
fixation,horizontal,_,0.195,,,19109.4729506429
horizontal_right,horizontal,blue_first,0.555,,,19109.6726661855
fixation,horizontal,_,0.195,,,19110.23960541
horizontal_left,horizontal,blue_second,0.555,,,19110.4393216662
fixation,horizontal,_,0.195,,,19111.0062650671
horizontal_right,horizontal,red_first,0.555,,,19111.2059978682
fixation,horizontal,_,0.195,,,19111.7729078756
horizontal_left,horizontal,red_second,0.555,,,19111.9726498643
fixation,horizontal,_,0.195,,,19112.5395748154
vertical_bottom,vertical,blue_first,0.555,,11.25,19112.739301336
fixation,vertical,_,0.195,,,19113.3062417054
vertical_top,vertical,blue_second,0.555,,,19114.5392894302
fixation,vertical,_,0.195,,,19115.1062052153
vertical_bottom,vertical,red_first,0.555,,,19115.3059366541
fixation,vertical,_,0.195,,,19115.8728678575
vertical_top,vertical,red_second,0.555,,,19116.0725939965
fixation,vertical,_,0.195,,,19116.639532315
vertical_bottom,vertical,blue_first,0.555,,,19116.8392579296
fixation,vertical,_,0.195,,,19117.4061872712
vertical_top,vertical,blue_second,0.555,,,19117.6059093765
fixation,vertical,_,0.195,,,19118.1728551668
vertical_bottom,vertical,red_first,0.555,,,19118.3725571961
fixation,vertical,_,0.195,,,19118.9395020555
