stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
ambiguous_left_bottom,ambiguous,red_first,5,,,NaN
fixation,ambiguous,_,1,,,26470.0204211981
ambiguous_left_top,ambiguous,red_second,5,,,26471.0709566875
fixation,ambiguous,_,1,,,26474.8369952729
ambiguous_left_bottom,ambiguous,blue_first,5,,,26475.8712035132
fixation,ambiguous,_,1,,,26480.4034441636
ambiguous_left_top,ambiguous,blue_second,5,,,26481.4377993778
fixation,ambiguous,_,1,,,26484.9039540391
ambiguous_left_bottom,ambiguous,red_first,5,,24,26485.9378970075
fixation,ambiguous,_,1,,,26489.5701841111
ambiguous_left_top,ambiguous,red_second,5,,,26490.6045063313
fixation,ambiguous,_,1,,,26496.8207236977
ambiguous_left_bottom,ambiguous,blue_first,5,,,26497.8545890675
fixation,ambiguous,_,1,,,26501.5207057202
ambiguous_left_top,ambiguous,blue_second,5,,,26502.5546116691
fixation,ambiguous,_,1,,,26506.2707878098
ambiguous_left_bottom,ambiguous,red_first,5,,,26507.3046563168
fixation,ambiguous,_,1,,,26510.737333238
ambiguous_left_top,ambiguous,red_second,5,,30,26511.7713254561
fixation,ambiguous,_,1,,,26515.0875247874
ambiguous_left_bottom,ambiguous,blue_first,5,,,26516.1042219793
fixation,ambiguous,_,1,,,26519.4375012454
ambiguous_left_top,ambiguous,blue_second,5,,12,26520.4712723303
fixation,ambiguous,_,1,,,26524.5542022445
ambiguous_left_bottom,ambiguous,red_first,5,,,26525.5880327326
fixation,ambiguous,_,1,,,26528.8041901176
ambiguous_left_top,ambiguous,red_second,5,,,26529.8380768459
fixation,ambiguous,_,1,,,26533.8375784951
ambiguous_left_bottom,ambiguous,blue_first,5,,,26534.8715282641
fixation,ambiguous,_,1,,,26538.2870447128
ambiguous_left_top,ambiguous,blue_second,5,,,26539.3215205694
fixation,ambiguous,_,1,,,26542.8042682177
ambiguous_left_bottom,ambiguous,red_first,5,,30,26543.8380831828
fixation,ambiguous,_,1,,,26547.1876870516
ambiguous_left_top,ambiguous,red_second,5,,,26548.2214823738
fixation,ambiguous,_,1,,,26552.1551821134
ambiguous_left_bottom,ambiguous,blue_first,5,,,26553.1719054304
fixation,ambiguous,_,1,,,26556.4884747045
ambiguous_left_top,ambiguous,blue_second,5,,,26557.5207981494
fixation,ambiguous,_,1,,,26561.5711768572
ambiguous_left_bottom,ambiguous,red_first,5,,,26562.603888104
fixation,ambiguous,_,1,,,26565.6042717176
ambiguous_left_top,ambiguous,red_second,5,,,26566.6372267493
fixation,ambiguous,_,1,,,26569.8710890877
ambiguous_left_bottom,ambiguous,blue_first,5,,36,26570.9040522296
fixation,ambiguous,_,1,,,26574.2545098436
ambiguous_left_top,ambiguous,blue_second,5,,,26575.2875344405
fixation,ambiguous,_,1,,,26579.3879118621
ambiguous_left_bottom,ambiguous,red_first,5,,,26580.4207676783
fixation,ambiguous,_,1,,,26583.7212825945
ambiguous_left_top,ambiguous,red_second,5,,,26584.7541396518
fixation,ambiguous,_,1,,,26588.937949803
ambiguous_left_bottom,ambiguous,blue_first,5,,24,26589.9708451812
fixation,ambiguous,_,1,,,26593.4046720275
ambiguous_left_top,ambiguous,blue_second,5,,,26594.4376585359
fixation,ambiguous,_,1,,,26598.3547208573
ambiguous_left_bottom,ambiguous,red_first,5,,,26599.3877698377
fixation,ambiguous,_,1,,,26602.6207114082
ambiguous_left_top,ambiguous,red_second,5,,,26603.6545160475
fixation,ambiguous,_,1,,,26607.4714381298
ambiguous_left_bottom,ambiguous,blue_first,5,,,26608.5043973758
fixation,ambiguous,_,1,,,26611.8045237833
ambiguous_left_top,ambiguous,blue_second,5,,30,26612.8377462932
fixation,ambiguous,_,1,,,26616.3381711064
ambiguous_left_bottom,ambiguous,red_first,5,,,26617.3711778701
fixation,ambiguous,_,1,,,26620.3714044424
ambiguous_left_top,ambiguous,red_second,5,,,26621.4045652907
fixation,ambiguous,_,1,,,26625.1541457708
ambiguous_left_bottom,ambiguous,blue_first,5,,,26626.1879010743
fixation,ambiguous,_,1,,,26630.1882387477
ambiguous_left_top,ambiguous,blue_second,5,,,26631.2212191799
fixation,ambiguous,_,1,,,26634.8881431108
ambiguous_left_bottom,ambiguous,red_first,5,,,26635.9213468406
fixation,ambiguous,_,1,,,26639.6049585867
ambiguous_left_top,ambiguous,red_second,5,,36,26640.6213740966
fixation,ambiguous,_,1,,,26644.304983076
ambiguous_left_bottom,ambiguous,blue_first,5,,,26645.3378728348
fixation,ambiguous,_,1,,,26648.8383417867
ambiguous_left_top,ambiguous,blue_second,5,,,26649.854793738
fixation,ambiguous,_,1,,,26653.7715619719
ambiguous_left_bottom,ambiguous,red_first,5,,,26654.8047443268
fixation,ambiguous,_,1,,,26657.8213907819
ambiguous_left_top,ambiguous,red_second,5,,,26658.8546554619
fixation,ambiguous,_,1,,,26662.5383157946
ambiguous_left_bottom,ambiguous,blue_first,5,,30,26663.5713335649
fixation,ambiguous,_,1,,,26666.7218054507
ambiguous_left_top,ambiguous,blue_second,5,,,26667.7546713686
fixation,ambiguous,_,1,,,26671.1211908895
ambiguous_left_bottom,ambiguous,red_first,5,,,26672.1545490063
fixation,ambiguous,_,1,,,26675.8222592991
ambiguous_left_top,ambiguous,red_second,5,,,26676.854735622
fixation,ambiguous,_,1,,,26680.5218893926
ambiguous_left_bottom,ambiguous,blue_first,5,,,26681.5381964643
fixation,ambiguous,_,1,,,26684.6885986728
ambiguous_left_top,ambiguous,blue_second,5,,,26685.7048952723
fixation,ambiguous,_,1,,,26689.0218991935
ambiguous_left_bottom,ambiguous,red_first,5,,36,26690.0381641004
fixation,ambiguous,_,1,,,26693.1553191913
ambiguous_left_top,ambiguous,red_second,5,,,26694.1715116885
fixation,ambiguous,_,1,,,26697.6717652647
ambiguous_left_bottom,ambiguous,blue_first,5,,,26698.704988171
fixation,ambiguous,_,1,,,26701.7386798828
ambiguous_left_top,ambiguous,blue_second,5,,,26702.7548413339
fixation,ambiguous,_,1,,,26705.9386549584
ambiguous_left_bottom,ambiguous,red_first,5,,,26706.9714207819
fixation,ambiguous,_,1,,,26709.8054135421
ambiguous_left_top,ambiguous,red_second,5,,30,26710.838173608
fixation,ambiguous,_,1,,,26714.4218614652
ambiguous_left_bottom,ambiguous,blue_first,5,,,26715.4548591702
fixation,ambiguous,_,1,,,26718.6219958745
ambiguous_left_top,ambiguous,blue_second,5,,,26719.654831203
fixation,ambiguous,_,1,,,26722.9721351315
ambiguous_left_bottom,ambiguous,red_first,5,,,26724.0050884996
fixation,ambiguous,_,1,,,26727.1221832387
ambiguous_left_top,ambiguous,red_second,5,,,26728.1729735196
fixation,ambiguous,_,1,,,26731.5716568859
ambiguous_left_bottom,ambiguous,blue_first,5,,30,26732.6051181556
fixation,ambiguous,_,1,,,26736.5055652785
ambiguous_left_top,ambiguous,blue_second,5,,,26737.5383728963
fixation,ambiguous,_,1,,,26747.1722460729
ambiguous_left_top,ambiguous,red_second,5,,24,26748.188972829
fixation,ambiguous,_,1,,,26751.6553577944
ambiguous_left_bottom,ambiguous,blue_first,5,,,26752.6723401431
fixation,ambiguous,_,1,,,26754.7223524498
ambiguous_left_bottom,ambiguous,red_first,5,,,26755.7390200009
fixation,ambiguous,_,1,,,26758.2395615027
ambiguous_left_top,ambiguous,red_second,5,,18,26759.2557155128
fixation,ambiguous,_,1,,,26762.7057076978
ambiguous_left_bottom,ambiguous,blue_first,5,,,26763.7232228225
fixation,ambiguous,_,1,,,26765.6554434837
ambiguous_left_top,ambiguous,red_second,5,,,26766.6724281309
fixation,ambiguous,_,1,,,26769.2886071688
ambiguous_left_bottom,ambiguous,red_first,5,,,26770.3056777258
fixation,ambiguous,_,1,,,26773.1224465593
ambiguous_left_top,ambiguous,blue_second,5,,,26774.1391709648
fixation,ambiguous,_,1,,,26776.8386069351
ambiguous_left_bottom,ambiguous,red_first,5,,,26777.8555695257
fixation,ambiguous,_,1,,,26780.3058358201
ambiguous_left_top,ambiguous,blue_second,5,,,26781.3225359687
fixation,ambiguous,_,1,,,26799.8059742202
ambiguous_left_bottom,ambiguous,blue_second,5,,24,26800.822630885
fixation,ambiguous,_,1,,,26802.7724018069
ambiguous_left_top,ambiguous,blue_first,5,,,26803.7892705386
fixation,ambiguous,_,1,,,26806.1385974817
ambiguous_left_bottom,ambiguous,blue_second,5,,,26807.155575049
fixation,ambiguous,_,1,,,26809.5226875848
ambiguous_left_bottom,ambiguous,blue_second,5,,,26810.5393700985
fixation,ambiguous,_,1,,,26813.0221035334
ambiguous_left_top,ambiguous,red_first,5,,,26814.0392117376
fixation,ambiguous,_,1,,,26817.2894230039
ambiguous_left_top,ambiguous,blue_first,5,,,26818.3060843491
fixation,ambiguous,_,1,,,26820.9560821637
ambiguous_left_bottom,ambiguous,red_second,5,,,26821.9727107481
fixation,ambiguous,_,1,,,26824.2057479562
ambiguous_left_bottom,ambiguous,blue_second,5,,,26825.2225250362
fixation,ambiguous,_,1,,,26827.7728006014
ambiguous_left_top,ambiguous,red_first,5,,30,26828.7896233447
fixation,ambiguous,_,1,,,26831.8394603679
ambiguous_left_top,ambiguous,blue_first,5,,,26832.856176574
fixation,ambiguous,_,1,,,26835.456173649
ambiguous_left_top,ambiguous,red_first,5,,18,26836.4727603954
fixation,ambiguous,_,1,,,26839.7054374438
ambiguous_left_top,ambiguous,red_first,5,,,26840.7222330481
fixation,ambiguous,_,1,,,26843.6388710668
ambiguous_left_bottom,ambiguous,blue_second,5,,,26844.6558294914
fixation,ambiguous,_,1,,,26846.889110206
ambiguous_left_bottom,ambiguous,blue_second,5,,,26847.9060741594
fixation,ambiguous,_,1,,,26849.939097879
