stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,6092.63556034235
fixation,vertical,_,0.13,,,6093.01933877102
vertical_top,vertical,red_second,0.37,,,6093.15222649847
fixation,vertical,_,0.13,,,6093.53603216429
vertical_bottom,vertical,blue_first,0.37,,,6093.66888167427
fixation,vertical,_,0.13,,,6094.05268749801
vertical_top,vertical,blue_second,0.37,,,6094.18555770767
fixation,vertical,_,0.13,,,6094.56935795164
vertical_bottom,vertical,red_first,0.37,,,6094.7022045845
fixation,vertical,_,0.13,,,6095.08604188924
vertical_top,vertical,red_second,0.37,,,6095.21891581138
fixation,vertical,_,0.13,,,6095.60269814279
vertical_bottom,vertical,blue_first,0.37,,,6095.73558649083
fixation,vertical,_,0.13,,,6096.11933991358
vertical_top,vertical,blue_second,0.37,,,6096.25225438868
fixation,vertical,_,0.13,,,6096.63603160853
vertical_bottom,vertical,red_first,0.37,,,6096.7689221231
fixation,vertical,_,0.13,,,6097.15266988161
vertical_top,vertical,red_second,0.37,,,6097.28557931305
fixation,vertical,_,0.13,,,6097.66936111387
vertical_bottom,vertical,blue_first,0.37,,,6097.8022327171
fixation,vertical,_,0.13,,,6098.1860314096
vertical_top,vertical,blue_second,0.37,,,6098.31889665456
fixation,vertical,_,0.13,,,6098.70267526797
vertical_bottom,vertical,red_first,0.37,,,6098.83552779641
fixation,vertical,_,0.13,,,6099.21934408565
vertical_top,vertical,red_second,0.37,,,6099.35224165802
fixation,vertical,_,0.13,,,6099.73602399496
vertical_bottom,vertical,blue_first,0.37,,,6099.86889575056
fixation,vertical,_,0.13,,,6100.25267661498
vertical_top,vertical,blue_second,0.37,,,6100.3855423171
fixation,vertical,_,0.13,,,6100.76935210674
vertical_bottom,vertical,red_first,0.37,,,6100.9022216903
fixation,vertical,_,0.13,,,6101.28602812909
vertical_top,vertical,red_second,0.37,,,6101.41890128379
fixation,vertical,_,0.13,,,6101.80268912705
vertical_bottom,vertical,blue_first,0.37,,,6101.93556172906
fixation,vertical,_,0.13,,,6102.31934119992
horizontal_left,horizontal,blue_second,0.37,,9.5,6102.45224288507
fixation,horizontal,_,0.13,,,6102.83602289756
horizontal_right,horizontal,red_first,0.37,,,6102.96876488084
fixation,horizontal,_,0.13,,,6104.38599797617
horizontal_left,horizontal,red_second,0.37,,,6104.51889227666
fixation,horizontal,_,0.13,,,6104.90268740906
horizontal_right,horizontal,blue_first,0.37,,,6105.03556304058
fixation,horizontal,_,0.13,,,6105.4193582409
horizontal_left,horizontal,blue_second,0.37,,,6105.55222054635
fixation,horizontal,_,0.13,,,6105.93599760277
horizontal_right,horizontal,red_first,0.37,,,6106.06889331338
fixation,horizontal,_,0.13,,,6106.45268766729
horizontal_left,horizontal,red_second,0.37,,,6106.58558554996
fixation,horizontal,_,0.13,,,6106.96936013507
horizontal_right,horizontal,blue_first,0.37,,,6107.10224979219
fixation,horizontal,_,0.13,,,6107.48600918395
horizontal_left,horizontal,blue_second,0.37,,,6107.61892396934
fixation,horizontal,_,0.13,,,6108.00269879132
horizontal_right,horizontal,red_first,0.37,,,6108.13558589266
fixation,horizontal,_,0.13,,,6108.51935512382
horizontal_left,horizontal,red_second,0.37,,,6108.65226688523
fixation,horizontal,_,0.13,,,6109.03602557193
horizontal_right,horizontal,blue_first,0.37,,,6109.1688864104
fixation,horizontal,_,0.13,,,6109.55269540498
horizontal_left,horizontal,blue_second,0.37,,,6109.68557003218
fixation,horizontal,_,0.13,,,6110.06934910827
horizontal_right,horizontal,red_first,0.37,,,6110.20221272833
fixation,horizontal,_,0.13,,,6110.58602149709
horizontal_left,horizontal,red_second,0.37,,,6110.71889604534
fixation,horizontal,_,0.13,,,6111.1026976884
horizontal_right,horizontal,blue_first,0.37,,,6111.23556153427
fixation,horizontal,_,0.13,,,6111.61935642982
horizontal_left,horizontal,blue_second,0.37,,,6111.75224656067
fixation,horizontal,_,0.13,,,6112.13601826866
horizontal_right,horizontal,red_first,0.37,,,6112.26889769713
fixation,horizontal,_,0.13,,,6112.65267872498
horizontal_left,horizontal,red_second,0.37,,,6112.78558614227
fixation,horizontal,_,0.13,,,6113.16935498419
horizontal_right,horizontal,blue_first,0.37,,,6113.3022375156
fixation,horizontal,_,0.13,,,6113.68603040252
vertical_top,vertical,blue_second,0.37,,10,6113.81889719343
fixation,vertical,_,0.13,,,6114.20268487327
vertical_bottom,vertical,red_first,0.37,,,6114.33555260058
fixation,vertical,_,0.13,,,6114.71934602913
vertical_top,vertical,red_second,0.37,,,6114.85223033783
fixation,vertical,_,0.13,,,6116.26947519714
vertical_bottom,vertical,blue_first,0.37,,,6116.4022124632
fixation,vertical,_,0.13,,,6116.78602325163
vertical_top,vertical,blue_second,0.37,,,6116.91887733707
fixation,vertical,_,0.13,,,6117.30269136978
vertical_bottom,vertical,red_first,0.37,,,6117.43555599415
fixation,vertical,_,0.13,,,6117.81936112387
vertical_top,vertical,red_second,0.37,,,6117.95221172264
fixation,vertical,_,0.13,,,6118.3360407284
vertical_bottom,vertical,blue_first,0.37,,,6118.46892736706
fixation,vertical,_,0.13,,,6118.85268551765
vertical_top,vertical,blue_second,0.37,,,6118.98558300555
fixation,vertical,_,0.13,,,6119.3693632549
vertical_bottom,vertical,red_first,0.37,,,6119.50226253113
fixation,vertical,_,0.13,,,6119.88602059724
vertical_top,vertical,red_second,0.37,,,6120.01892406519
fixation,vertical,_,0.13,,,6120.40268329353
vertical_bottom,vertical,blue_first,0.37,,,6120.53558575165
fixation,vertical,_,0.13,,,6120.91935731278
vertical_top,vertical,blue_second,0.37,,,6121.05223054642
fixation,vertical,_,0.13,,,6121.43601380319
vertical_bottom,vertical,red_first,0.37,,,6121.56889525133
fixation,vertical,_,0.13,,,6121.95269526949
vertical_top,vertical,red_second,0.37,,,6122.08557011698
fixation,vertical,_,0.13,,,6122.46935168647
horizontal_right,horizontal,blue_first,0.37,,7.5,6122.60222948452
fixation,horizontal,_,0.13,,,6122.98601352531
horizontal_left,horizontal,blue_second,0.37,,,6123.11890753758
fixation,horizontal,_,0.13,,,6123.50269521742
horizontal_right,horizontal,red_first,0.37,,,6123.63553751721
fixation,horizontal,_,0.13,,,6124.0193586922
horizontal_left,horizontal,red_second,0.37,,,6124.15219269302
fixation,horizontal,_,0.13,,,6125.56932903746
horizontal_right,horizontal,blue_first,0.37,,,6125.70223365659
fixation,horizontal,_,0.13,,,6126.0860440613
horizontal_left,horizontal,blue_second,0.37,,,6126.21886232713
fixation,horizontal,_,0.13,,,6142.65202342452
horizontal_left,horizontal,red_first,0.37,,,6142.78564419645
fixation,horizontal,_,0.13,,,6143.16935452151
horizontal_right,horizontal,red_second,0.37,,,6143.30221588504
fixation,horizontal,_,0.13,,,6143.68602893001
horizontal_left,horizontal,blue_first,0.37,,,6143.81890021741
fixation,horizontal,_,0.13,,,6144.20269185763
horizontal_right,horizontal,blue_second,0.37,,,6144.33555911674
fixation,horizontal,_,0.13,,,6144.71934571331
horizontal_left,horizontal,red_first,0.37,,,6144.85223995693
fixation,horizontal,_,0.13,,,6145.23600825721
horizontal_right,horizontal,red_second,0.37,,,6145.3689068339
fixation,horizontal,_,0.13,,,6145.75268234989
horizontal_left,horizontal,blue_first,0.37,,,6145.88555092913
fixation,horizontal,_,0.13,,,6146.2693465187
horizontal_right,horizontal,blue_second,0.37,,,6146.40222440122
fixation,horizontal,_,0.13,,,6146.78602534474
horizontal_left,horizontal,red_first,0.37,,,6146.91889966165
fixation,horizontal,_,0.13,,,6147.30256813019
horizontal_right,horizontal,red_second,0.37,,,6147.43558583921
fixation,horizontal,_,0.13,,,6147.81936167102
horizontal_left,horizontal,blue_first,0.37,,,6147.95223040265
fixation,horizontal,_,0.13,,,6148.33601359151
horizontal_right,horizontal,blue_second,0.37,,,6148.46889899451
fixation,horizontal,_,0.13,,,6148.85267295352
horizontal_left,horizontal,red_first,0.37,,,6148.98556952158
fixation,horizontal,_,0.13,,,6149.36935922108
horizontal_right,horizontal,red_second,0.37,,,6149.5022393491
fixation,horizontal,_,0.13,,,6149.88601587493
vertical_top,vertical,blue_first,0.37,,10,6150.018914604
fixation,vertical,_,0.13,,,6150.4027005855
vertical_bottom,vertical,blue_second,0.37,,,6150.53558892801
fixation,vertical,_,0.13,,,6150.91936049467
vertical_top,vertical,red_first,0.37,,,6151.05219991734
fixation,vertical,_,0.13,,,6152.46933107126
vertical_bottom,vertical,red_second,0.37,,,6152.60223095703
fixation,vertical,_,0.13,,,6152.98602678898
vertical_top,vertical,blue_first,0.37,,,6153.11889412152
fixation,vertical,_,0.13,,,6153.5026903372
vertical_bottom,vertical,blue_second,0.37,,,6153.63556425934
fixation,vertical,_,0.13,,,6154.01935877668
vertical_top,vertical,red_first,0.37,,,6154.15222921216
fixation,vertical,_,0.13,,,6154.53601798078
vertical_bottom,vertical,red_second,0.37,,,6154.66891376482
fixation,vertical,_,0.13,,,6155.05269331463
vertical_top,vertical,blue_first,0.37,,,6155.18558351339
fixation,vertical,_,0.13,,,6155.56935834089
vertical_bottom,vertical,blue_second,0.37,,,6155.70224659892
fixation,vertical,_,0.13,,,6156.0860292572
vertical_top,vertical,red_first,0.37,,,6156.21893084682
fixation,vertical,_,0.13,,,6156.60270001008
vertical_bottom,vertical,red_second,0.37,,,6156.73557184464
fixation,vertical,_,0.13,,,6157.11935278249
vertical_top,vertical,blue_first,0.37,,,6157.25221856908
fixation,vertical,_,0.13,,,6157.63601835037
vertical_bottom,vertical,blue_second,0.37,,,6157.76889081104
fixation,vertical,_,0.13,,,6158.15269368975
vertical_top,vertical,red_first,0.37,,,6158.28556102781
fixation,vertical,_,0.13,,,6158.66938018865
vertical_bottom,vertical,red_second,0.37,,,6158.80221852254
fixation,vertical,_,0.13,,,6159.1860277595
vertical_top,vertical,blue_first,0.37,,,6159.31888416938
fixation,vertical,_,0.13,,,6159.70269254889
horizontal_right,horizontal,blue_second,0.37,,8.5,6159.83557624805
fixation,horizontal,_,0.13,,,6160.21935463012
horizontal_left,horizontal,red_first,0.37,,,6160.35222142102
fixation,horizontal,_,0.13,,,6160.73603523896
horizontal_right,horizontal,red_second,0.37,,,6160.86886730459
fixation,horizontal,_,0.13,,,6161.25269499022
horizontal_left,horizontal,blue_first,0.37,,,6161.38552596706
fixation,horizontal,_,0.13,,,6162.80267719455
horizontal_right,horizontal,blue_second,0.37,,,6162.93555622825
fixation,horizontal,_,0.13,,,6163.31935437912
horizontal_left,horizontal,red_first,0.37,,,6163.45222574548
fixation,horizontal,_,0.13,,,6163.83602855075
horizontal_right,horizontal,red_second,0.37,,,6163.96888604942
fixation,horizontal,_,0.13,,,6164.35268497326
horizontal_left,horizontal,blue_first,0.37,,,6164.48556867241
fixation,horizontal,_,0.13,,,6164.86934418288
horizontal_right,horizontal,blue_second,0.37,,,6165.00226089794
fixation,horizontal,_,0.13,,,6165.38602920375
horizontal_left,horizontal,red_first,0.37,,,6165.51891925012
fixation,horizontal,_,0.13,,,6165.9026987265
horizontal_right,horizontal,red_second,0.37,,,6166.03558374026
fixation,horizontal,_,0.13,,,6166.41936258501
horizontal_left,horizontal,blue_first,0.37,,,6166.55223836891
fixation,horizontal,_,0.13,,,6166.93603830811
horizontal_right,horizontal,blue_second,0.37,,,6167.06891580139
fixation,horizontal,_,0.13,,,6167.45269053889
horizontal_left,horizontal,red_first,0.37,,,6167.58556392492
fixation,horizontal,_,0.13,,,6167.96933695304
horizontal_right,horizontal,red_second,0.37,,,6168.10224321363
fixation,horizontal,_,0.13,,,6168.48603919245
horizontal_left,horizontal,blue_first,0.37,,,6168.61888280132
fixation,horizontal,_,0.13,,,6169.00268281948
horizontal_right,horizontal,blue_second,0.37,,,6169.13556116468
fixation,horizontal,_,0.13,,,6169.51935210536
horizontal_left,horizontal,red_first,0.37,,,6169.65222028983
fixation,horizontal,_,0.13,,,6170.03603231944
horizontal_right,horizontal,red_second,0.37,,,6170.16888989154
fixation,horizontal,_,0.13,,,6170.55269370664
horizontal_left,horizontal,blue_first,0.37,,,6170.68553995026
fixation,horizontal,_,0.13,,,6171.06935609264
vertical_bottom,vertical,blue_second,0.37,,10,6171.20221698796
fixation,vertical,_,0.13,,,6171.58602584673
vertical_top,vertical,red_first,0.37,,,6171.71887759115
fixation,vertical,_,0.13,,,6172.10269706781
vertical_bottom,vertical,red_second,0.37,,,6172.23554014058
fixation,vertical,_,0.13,,,6172.61936030573
vertical_top,vertical,blue_first,0.37,,,6172.75220213732
fixation,vertical,_,0.13,,,6174.16937382418
vertical_bottom,vertical,blue_second,0.37,,,6174.30223519668
fixation,vertical,_,0.13,,,6174.68602706825
vertical_top,vertical,red_first,0.37,,,6174.81888518198
fixation,vertical,_,0.13,,,6175.20268650369
vertical_bottom,vertical,red_second,0.37,,,6175.33555825929
fixation,vertical,_,0.13,,,6175.71936990518
vertical_top,vertical,blue_first,0.37,,,6175.85222661982
fixation,vertical,_,0.13,,,6176.23601709782
vertical_bottom,vertical,blue_second,0.37,,,6176.3689068339
fixation,vertical,_,0.13,,,6176.75267537105
