stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.37,,,23067.4333773746
fixation,vertical,_,0.13,,,23067.8166708763
vertical_top,vertical,red_second,0.37,,,23067.9665923405
fixation,vertical,_,0.13,,,23068.3498408494
vertical_bottom,vertical,blue_first,0.37,,,23068.4998600567
fixation,vertical,_,0.13,,,23068.883179313
vertical_top,vertical,blue_second,0.37,,,23069.0331935555
fixation,vertical,_,0.13,,,23069.4166837846
vertical_bottom,vertical,red_first,0.37,,,23069.5666151783
fixation,vertical,_,0.13,,,23069.9498649283
vertical_top,vertical,red_second,0.37,,,23070.0998639664
fixation,vertical,_,0.13,,,23070.4832828276
vertical_bottom,vertical,blue_first,0.37,,,23070.6331512312
fixation,vertical,_,0.13,,,23071.016603294
vertical_top,vertical,blue_second,0.37,,,23071.1667084531
fixation,vertical,_,0.13,,,23071.5498182599
vertical_bottom,vertical,red_first,0.37,,,23071.6998560849
fixation,vertical,_,0.13,,,23072.0831902354
vertical_top,vertical,red_second,0.37,,,23072.2332113044
fixation,vertical,_,0.13,,,23072.6166214773
vertical_bottom,vertical,blue_first,0.37,,,23072.7666968481
fixation,vertical,_,0.13,,,23073.1499676982
vertical_top,vertical,blue_second,0.37,,,23073.2999028154
fixation,vertical,_,0.13,,,23073.6832062466
vertical_bottom,vertical,red_first,0.37,,,23073.833290616
fixation,vertical,_,0.13,,,23074.2166151473
vertical_top,vertical,red_second,0.37,,,23074.3666284589
fixation,vertical,_,0.13,,,23074.7500079125
vertical_bottom,vertical,blue_first,0.37,,,23074.8999780931
fixation,vertical,_,0.13,,,23075.2833082097
vertical_top,vertical,blue_second,0.37,,,23075.4332203651
fixation,vertical,_,0.13,,,23075.8166215394
vertical_bottom,vertical,red_first,0.37,,,23075.9667316632
fixation,vertical,_,0.13,,,23076.350013684
vertical_top,vertical,red_second,0.37,,,23076.500013653
fixation,vertical,_,0.13,,,23076.8832295808
horizontal_right,horizontal,blue_first,0.37,,9,23077.0333217076
fixation,horizontal,_,0.13,,,23077.4166567889
horizontal_left,horizontal,blue_second,0.37,,,23078.5833183874
fixation,horizontal,_,0.13,,,23078.9665960641
horizontal_right,horizontal,red_first,0.37,,,23079.1165767947
fixation,horizontal,_,0.13,,,23079.4999922426
horizontal_left,horizontal,red_second,0.37,,,23079.6499977969
fixation,horizontal,_,0.13,,,23080.0332615103
horizontal_right,horizontal,blue_first,0.37,,,23080.1833381222
fixation,horizontal,_,0.13,,,23080.5666052488
horizontal_left,horizontal,blue_second,0.37,,,23080.7165499852
fixation,horizontal,_,0.13,,,23081.0999939803
horizontal_right,horizontal,red_first,0.37,,,23081.2500969674
fixation,horizontal,_,0.13,,,23081.6332523876
horizontal_left,horizontal,red_second,0.37,,,23081.7832231888
fixation,horizontal,_,0.13,,,23082.1665830937
horizontal_right,horizontal,blue_first,0.37,,,23082.3166016804
fixation,horizontal,_,0.13,,,23082.7000891169
horizontal_left,horizontal,blue_second,0.37,,,23082.850025165
fixation,horizontal,_,0.13,,,23083.2332659165
horizontal_right,horizontal,red_first,0.37,,,23083.3832860546
fixation,horizontal,_,0.13,,,23083.766684126
horizontal_left,horizontal,red_second,0.37,,,23083.916606521
fixation,horizontal,_,0.13,,,23084.3001190914
