stimulusTable1,stimulusTable2,stimulusTable3,stimulusTable4,stimulusTable5,stimulusTable6,stimulusTable7
vertical_bottom,vertical,red_first,0.555,,,23090.952524939
fixation,vertical,_,0.195,,,23091.5193645285
vertical_top,vertical,red_second,0.555,,,23091.7190618391
fixation,vertical,_,0.195,,,23092.2860009025
vertical_bottom,vertical,blue_first,0.555,,,23092.4857054855
fixation,vertical,_,0.195,,,23093.0526617894
vertical_top,vertical,blue_second,0.555,,,23093.2523694269
fixation,vertical,_,0.195,,,23093.8193161602
vertical_bottom,vertical,red_first,0.555,,,23094.0190162635
fixation,vertical,_,0.195,,,23094.5859751854
vertical_top,vertical,red_second,0.555,,,23094.7856950114
fixation,vertical,_,0.195,,,23095.3526267022
vertical_bottom,vertical,blue_first,0.555,,,23095.5523321417
fixation,vertical,_,0.195,,,23096.1192825986
horizontal_left,horizontal,blue_second,0.555,,5.25,23096.3189725366
fixation,horizontal,_,0.195,,,23096.8859454474
horizontal_right,horizontal,red_first,0.555,,,23097.0856109694
fixation,horizontal,_,0.195,,,23098.6859052081
horizontal_left,horizontal,red_second,0.555,,,23098.8856399668
fixation,horizontal,_,0.195,,,23099.452557743
horizontal_right,horizontal,blue_first,0.555,,,23099.6522565049
fixation,horizontal,_,0.195,,,23100.2192276413
horizontal_left,horizontal,blue_second,0.555,,,23100.4189163995
fixation,horizontal,_,0.195,,,23100.9858743292
horizontal_right,horizontal,red_first,0.555,,,23101.1856018381
fixation,horizontal,_,0.195,,,23101.7525368548
horizontal_left,horizontal,red_second,0.555,,,23101.9522652202
fixation,horizontal,_,0.195,,,23102.5191798063
vertical_bottom,vertical,blue_first,0.555,,5.25,23102.7188834584
fixation,vertical,_,0.195,,,23103.285841414
vertical_top,vertical,blue_second,0.555,,,23103.4855759109
fixation,vertical,_,0.195,,,23104.05250595
vertical_bottom,vertical,red_first,0.555,,,23104.2522070455
fixation,vertical,_,0.195,,,23105.8524610433
vertical_top,vertical,red_second,0.555,,,23106.0521950199
fixation,vertical,_,0.195,,,23106.6191154401
vertical_bottom,vertical,blue_first,0.555,,,23106.8188543554
fixation,vertical,_,0.195,,,23107.3857877463
vertical_top,vertical,blue_second,0.555,,,23107.5855038618
fixation,vertical,_,0.195,,,23108.1524442148
